rank,tier,slug,title,doc_id,writer_type,target_skill,upgrade_label,sprint_bucket,upgrade_score,clicks_28d,impressions_28d,position_28d,rewrite_score,chars,content_cluster,current_state,next_round,rationale,recommended_depth,recommended_action
931,C_long_tail_low_value_review,how-to-create-appointment-cards-without-photoshop,How To Create Appointment Cards Without Photoshop: A Practical Lovart Workflow Guide,blog-how-to-create-appointment-cards-without-photoshop-en,How-To,how-to-benchmark-research,cluster_support_only,c_support,380.0,0.0,0.0,,0.0,9042,General Creative Workflow,signal_refresh + structure_fix + cleanup + slug_hygiene,Round 4,How-To; broad-intent; best kept as cluster support,"Support role only; keep clean, indexable, and internally linked.","Review for consolidation, cluster support, or lower-priority rewrite; keep indexable unless there is a separate policy reason."
932,C_long_tail_low_value_review,how-to-create-before-after-photoes-without-photoeshop,How To Create Before After Photoes Without Photoeshop: A Practical Lovart Workflow Guide,blog-how-to-create-before-after-photoes-without-photoeshop-en,How-To,how-to-benchmark-research,cluster_support_only,c_support,380.0,0.0,0.0,,0.0,9062,General Creative Workflow,signal_refresh + structure_fix + cleanup + slug_hygiene,Round 4,How-To; broad-intent; best kept as cluster support,"Support role only; keep clean, indexable, and internally linked.","Review for consolidation, cluster support, or lower-priority rewrite; keep indexable unless there is a separate policy reason."
933,C_long_tail_low_value_review,how-to-create-consulting-propoesals-without-photoeshop,How To Create Consulting Propoesals Without Photoeshop: A Practical Lovart Workflow Guide,blog-how-to-create-consulting-propoesals-without-photoeshop-en,How-To,how-to-benchmark-research,cluster_support_only,c_support,380.0,0.0,0.0,,0.0,9067,General Creative Workflow,signal_refresh + structure_fix + cleanup + slug_hygiene,Round 4,How-To; broad-intent; best kept as cluster support,"Support role only; keep clean, indexable, and internally linked.","Review for consolidation, cluster support, or lower-priority rewrite; keep indexable unless there is a separate policy reason."
934,C_long_tail_low_value_review,how-to-create-loyalty-punch-cards-without-photoeshop,How To Create Loyalty Punch Cards Without Photoeshop: A Practical Lovart Workflow Guide,blog-how-to-create-loyalty-punch-cards-without-photoeshop-en,How-To,how-to-benchmark-research,cluster_support_only,c_support,380.0,0.0,0.0,,0.0,9057,General Creative Workflow,signal_refresh + structure_fix + cleanup + slug_hygiene,Round 4,How-To; broad-intent; best kept as cluster support,"Support role only; keep clean, indexable, and internally linked.","Review for consolidation, cluster support, or lower-priority rewrite; keep indexable unless there is a separate policy reason."
935,C_long_tail_low_value_review,how-to-create-podcast-episode-artworks-without-photoeshop,How To Create Podcast Episode Artworks Without Photoeshop: A Practical Lovart Workflow Guide,blog-how-to-create-podcast-episode-artworks-without-photoeshop-en,How-To,how-to-benchmark-research,cluster_support_only,c_support,380.0,0.0,0.0,,0.0,9082,General Creative Workflow,signal_refresh + structure_fix + cleanup + slug_hygiene,Round 4,How-To; broad-intent; best kept as cluster support,"Support role only; keep clean, indexable, and internally linked.","Review for consolidation, cluster support, or lower-priority rewrite; keep indexable unless there is a separate policy reason."
936,C_long_tail_low_value_review,how-to-create-sale-banners-without-photoshop,How To Create Sale Banners Without Photoshop: A Practical Lovart Workflow Guide,blog-how-to-create-sale-banners-without-photoshop-en,How-To,how-to-benchmark-research,cluster_support_only,c_support,380.0,0.0,0.0,,0.0,9017,General Creative Workflow,signal_refresh + structure_fix + cleanup + slug_hygiene,Round 4,How-To; broad-intent; best kept as cluster support,"Support role only; keep clean, indexable, and internally linked.","Review for consolidation, cluster support, or lower-priority rewrite; keep indexable unless there is a separate policy reason."
937,C_long_tail_low_value_review,how-to-create-seasonal-collection-catalogs-without-photoeshop,How To Create Seasonal Collection Catalogs Without Photoeshop: A Practical Lovart Workflow Guide,blog-how-to-create-seasonal-collection-catalogs-without-photoeshop-en,How-To,how-to-benchmark-research,cluster_support_only,c_support,380.0,0.0,0.0,,0.0,9102,General Creative Workflow,signal_refresh + structure_fix + cleanup + slug_hygiene,Round 4,How-To; broad-intent; best kept as cluster support,"Support role only; keep clean, indexable, and internally linked.","Review for consolidation, cluster support, or lower-priority rewrite; keep indexable unless there is a separate policy reason."
938,C_long_tail_low_value_review,lovart-vs-midjourney-comparison,Lovart vs Midjourney: Image Generation vs Design Agent Workflow,blog-lovart-vs-midjourney-comparison-en,Review,lovart-review,cluster_support_only,c_support,410.0,0.0,0.0,,0.0,9987,AI Image,signal_refresh + structure_fix + cleanup + slug_hygiene,Round 4,Review; broad-intent; best kept as cluster support,"Support role only; keep clean, indexable, and internally linked.","Review for consolidation, cluster support, or lower-priority rewrite; keep indexable unless there is a separate policy reason."
939,C_long_tail_low_value_review,lovart-vs-openart,Lovart vs Openart: Compare the Workflow Before You Choose,blog-lovart-vs-openart-en,Review,lovart-review,cluster_support_only,c_support,380.0,0.0,0.0,,0.0,9970,General Creative Workflow,signal_refresh + structure_fix + cleanup + slug_hygiene,Round 4,Review; best kept as cluster support,"Support role only; keep clean, indexable, and internally linked.","Review for consolidation, cluster support, or lower-priority rewrite; keep indexable unless there is a separate policy reason."
940,C_long_tail_low_value_review,step-by-step-social-media-banner-without-photoshop,Step By Step Social Media Banner Without Photoshop: A Practical Lovart Workflow Guide,blog-step-by-step-social-media-banner-without-photoshop-en,How-To,how-to-benchmark-research,cluster_support_only,c_support,380.0,0.0,0.0,,0.0,9047,General Creative Workflow,signal_refresh + structure_fix + cleanup + slug_hygiene,Round 4,How-To; broad-intent; best kept as cluster support,"Support role only; keep clean, indexable, and internally linked.","Review for consolidation, cluster support, or lower-priority rewrite; keep indexable unless there is a separate policy reason."
941,C_long_tail_low_value_review,adobe-firefly-vs-midjourney-2026,Adobe Firefly vs Midjourney 2026: Compare the Workflow Before You Choose,bp-adobe-firefly-vs-midjourney-2026,Review,lovart-review,cluster_support_only,c_support,380.0,0.0,0.0,,0.0,10075,General Creative Workflow,signal_refresh + structure_fix + cleanup + slug_hygiene,Round 4,Review; best kept as cluster support,"Support role only; keep clean, indexable, and internally linked.","Review for consolidation, cluster support, or lower-priority rewrite; keep indexable unless there is a separate policy reason."
942,C_long_tail_low_value_review,ai-design-for-coaches-and-consultants,AI Design for Coaches and Consultants: Make Expertise Look Trustworthy,bp-ai-design-for-coaches-and-consultants,Best Practice,lovart-best-practice,cluster_support_only,c_support,355.0,0.0,0.0,,0.0,9008,General Creative Workflow,signal_refresh + structure_fix + cleanup + slug_hygiene,Round 4,Best Practice; best kept as cluster support,"Support role only; keep clean, indexable, and internally linked.","Review for consolidation, cluster support, or lower-priority rewrite; keep indexable unless there is a separate policy reason."
943,C_long_tail_low_value_review,ai-youtube-thumbnail-prompts,I wrote 50 AI prompts for YouTube thumbnails. Here are the 12 that hit 10%+ CTR.,bp-ai-youtube-thumbnail-prompts,How-To,how-to-benchmark-research,cluster_support_only,c_support,350.0,0.0,0.0,,0.0,9328,General Creative Workflow,signal_refresh + structure_fix + cleanup + slug_hygiene,Round 4,How-To; best kept as cluster support,"Support role only; keep clean, indexable, and internally linked.","Review for consolidation, cluster support, or lower-priority rewrite; keep indexable unless there is a separate policy reason."
944,C_long_tail_low_value_review,brand-kit-multi-brand-management-ai,Brand Kit Multi-Brand Management — Handle 10+ Brands Without Losing Consistency,brand-kit-multi-brand-management-ai,Best Practice,lovart-best-practice,cluster_support_only,c_support,355.0,0.0,0.0,,0.0,12296,Brand System,signal_refresh + structure_fix + cleanup + slug_hygiene,Round 4,Best Practice; best kept as cluster support,"Support role only; keep clean, indexable, and internally linked.","Review for consolidation, cluster support, or lower-priority rewrite; keep indexable unless there is a separate policy reason."
945,C_long_tail_low_value_review,case-study-app-developer-ai-wallpaper-backgrounds,Case Study App Developer AI Wallpaper Backgrounds: A Practical Lovart Workflow Guide,case-study-app-developer-ai-wallpaper-backgrounds,How-To,how-to-benchmark-research,cluster_support_only,c_support,380.0,0.0,0.0,,0.0,9042,General Creative Workflow,signal_refresh + structure_fix + cleanup + slug_hygiene,Round 4,How-To; broad-intent; best kept as cluster support,"Support role only; keep clean, indexable, and internally linked.","Review for consolidation, cluster support, or lower-priority rewrite; keep indexable unless there is a separate policy reason."
946,C_long_tail_low_value_review,case-study-ecommerce-upscaled-product-images-ai,How Shopify Seller Dev Patel Upscaled 600 Product Images in One Afternoon — And Doubled His Conversion Rate,case-study-ecommerce-upscaled-product-images-ai,How-To,how-to-benchmark-research,cluster_support_only,c_support,350.0,0.0,0.0,,0.0,12965,AI Image,signal_refresh + structure_fix + cleanup + slug_hygiene,Round 4,How-To; best kept as cluster support,"Support role only; keep clean, indexable, and internally linked.","Review for consolidation, cluster support, or lower-priority rewrite; keep indexable unless there is a separate policy reason."
947,C_long_tail_low_value_review,case-study-novelist-consistent-character-ai,How Novelist Amara Obi Created 14 Consistent Characters Across a 300-Page Trilogy — Without Sketching Once,case-study-novelist-consistent-character-ai,How-To,how-to-benchmark-research,cluster_support_only,c_support,350.0,0.0,0.0,,0.0,16505,Character Consistency,signal_refresh + structure_fix + cleanup + slug_hygiene,Round 4,How-To; best kept as cluster support,"Support role only; keep clean, indexable, and internally linked.","Review for consolidation, cluster support, or lower-priority rewrite; keep indexable unless there is a separate policy reason."
948,C_long_tail_low_value_review,case-study-real-estate-ai-interior-staging,How Real Estate Agent Daniel Almeida Staged 34 Vacant Listings in 2 Days — And Sold Every One Above Asking,case-study-real-estate-ai-interior-staging,How-To,how-to-benchmark-research,cluster_support_only,c_support,350.0,0.0,0.0,,0.0,17158,General Creative Workflow,signal_refresh + structure_fix + cleanup + slug_hygiene,Round 4,How-To; best kept as cluster support,"Support role only; keep clean, indexable, and internally linked.","Review for consolidation, cluster support, or lower-priority rewrite; keep indexable unless there is a separate policy reason."
949,C_long_tail_low_value_review,case-study-video-producer-ai-model-selection,How Video Producer Ravi Krishnan Tested 7 AI Models in One Afternoon — And Found the One That Cut His Render Time by 94%,case-study-video-producer-ai-model-selection,How-To,how-to-benchmark-research,cluster_support_only,c_support,350.0,0.0,0.0,,0.0,17388,AI Video,signal_refresh + structure_fix + cleanup + slug_hygiene,Round 4,How-To; best kept as cluster support,"Support role only; keep clean, indexable, and internally linked.","Review for consolidation, cluster support, or lower-priority rewrite; keep indexable unless there is a separate policy reason."
950,C_long_tail_low_value_review,complete-guide-ai-collage-moodboard-creation,The 2026 Complete Guide to AI Collage & Moodboard Creation,complete-guide-ai-collage-moodboard-creation,Complete Guide,lovart-complete-guide,deep_refresh_candidate,c_pilot,600.0,0.0,0.0,,0.0,77383,Moodboard & Collage,signal_refresh + structure_fix + cleanup + slug_hygiene,Round 3 pilot,Complete Guide; broad-intent; worth second-stage depth upgrade,"Promote to canonical longform via state-machine drafting, evidence pack, and cluster integration.","Review for consolidation, cluster support, or lower-priority rewrite; keep indexable unless there is a separate policy reason."
